lemma	anagrams
楼台	['始木米']
路程	['各呈和止']
悪婆	['亜女心波']
異姓	['共女生田']
温菜	['旧汁皿采']
回章	['固音']
閣員	['問賂']
活計	['汁話', '汁舌言']
可読	['口売訂']
韓紙	['十早氏緯']
雅趣	['牙耳走隻']
雅味	['唯未牙']
脚台	['却胎']
旧路	['中各日止']
教案	['孝安枚']
金鼓	['支豆針', '十又豆針']
苦汗	['中十干汁']
群泳	['君永洋']
契合	['喫大', '一人喫']
原土	['圧小白']
洪範	['共氾竹車']
古訓	['口川計', '十口川言']
混配	['己昆酒', '己日比酒']
祭宴	['女察日']
最特	['取時牛', '又時牛耳', '取寺日牛', '又寺日牛耳']
試技	['又拭計', '拭支言', '十又拭言']
詩思	['寺心田言']
詞藻	['串口司木汁言']
射映	['央寸日身']
秋思	['愁田']
春窮	['八実弓日身']
春蚕	['奏日虫']
春天	['奏日']
諸案	['安木者言']
相公	['松目']
諸例	['信列者']
針広	['十鉱']
真信	['値八言']
神呪	['口申祝']
治工具	['一且八台江', '一且公口江']
示寂	['叔宗']
重筋	['動月竹']
女唇	['口娠']
寸借	['付昔']
聖訓	['呈川耳言']
精検	['人合木米青', '人口大木米青']
精汁	['十清米']
清談	['淡請', '淡言青']
洗腸	['先月湯']
染筆	['九木津竹']
前照	['昭煎', '召日煎']
曹兵	['丘八旦曲', '一丘八日曲']
粗銅	['且同米金']
損出	['員拙', '唄拙']
増兵	['丘塁日']
鍛接	['女拉段金']
値域	['一伐吐直', '伐口王直', '一且伐古王', '一且伐吐土', '一且伐吐士', '且二伐十吐', '且伐口土王', '且伐口士王', '一且伐十口王']
弔鐘	['引童金']
超勝	['券加月走']
調進	['誰週']
町村議	['寸木田義訂']
泥中	['尼沖']
桃林	['兆森']
同鉱	['広銅']
土量	['埋旦', '一埋日']
内合	['丙人口']
南人	['内十平']
念持	['寺捻']
濃青	['清農']
倍旧	['中位日']
晩節	['免即日竹']
品番	['口呂田米']
白法	['去泊']
副室	['到富']
伏射	['付犬身']
奉体	['俸本']
魔味	['口魅麻', '口床木魅']
薬方	['楽芳']
欲念	['今心欠谷']
翼板	['反木異羽', '共反木田羽']
翼幅	['一口巾田異羽']
翼部	['異羽陪', '共田羽陪']
話柄	['丙木舌言']
悪謀	['亜心某言', '亜心木甘言']
意符	['億寸竹', '付心竹音', '位寸心日竹']
英姿	['央女茨']
英日	['十央旧']
黄麻	['床横']
温容	['日溶皿']
歌詩	['可吹寺訂', '口可寺欠訂', '可吐寸欠訂']
渇筆	['匂日津竹']
花論	['人冊化十計']
器財	['品員才犬', '品唄才犬']
器体	['伏口品本']
吸管	['及口官竹']
旧口	['中日']
共唱	['八口日昔']
逆潮	['早汁遡', '十日汁遡']
空谷	['八容工']
区検	['人合枢', '人口大枢']
掲句	['匂拘日']
軽合	['一又舎車', '又吐大車', '一人又吐車', '人又口王車']
傾動	['働頃']
県市	['亡小巾目']
言者	['諸']
口囲	['井回']
鼓腸	['土易肢豆', '士易肢豆', '一十易肢豆', '土支易月豆', '士支易月豆', '一十支易月豆', '十又土易月豆', '十又士易月豆']
語性	['悟生言']
査読	['且売木言']
車交	['較']
周速	['束週']
集村	['寸木椎']
衝激	['放泊行重']
鐘鼓	['支童豆針', '十又童豆針', '十支童豆金']
章節	['十即竹音', '即日竹辛']
職訓	['川耳識']
食治	['人台浪']
諸版	['反片者言']
真個	['値八固', '値八十回']
真神	['八土申祖', '八士申祖', '一八十申祖']
真字	['子直穴', '且土子穴', '且士子穴', '八土子宜', '八士子宜', '一且十子穴', '一八十子宜']
侍衛	['偉寺行']
直納	['丙十組']
寺塔	['中人土封', '中人士封', '中十大封', '一中人十封']
腎管	['又官月竹臣']
腎節	['即又月竹臣']
製靴	['制化衣革']
正言	['証']
精好	['女子米青']
静思	['争心田青']
生時	['寺星']
整版	['反政束片']
精母	['月毒米']
専恣	['寸恵次', '一寸心次由']
栓塞	['井全木王穴']
全習	['人皇羽']
藻床	['串口汁麻']
曹時	['寺日旦曲']
側音	['位則日']
造精	['告迷青']
増台	['去口曽']
胎土	['去口月']
体半	['伴本']
旦暮	['天日旧早']
痴女	['口嫉', '如疾']
宙尉	['守届示', '宗寸届']
腸毒	['一易母青']
朝幕	['十巾早膜']
超錬	['召東走金']
直員	['且唄土', '且唄士', '一且十唄']
定線	['泉綻']
低部	['倍邸', '位口邸']
篤敬	['竹驚']
動植	['助土木重', '助士木重', '一助十木重']
銅人	['一内口金']
銅棒	['同奉木金']
土祝	['兄社']
土神	['申社']
土壇	['主回日王']
軟腐	['付庫欠肉', '府欠肉車']
白泥	['尼泊']
破擦	['察拓皮']
反俗	['仮谷']
爆燃	['暴炎然']
非想	['悲相', '悲木目']
筆洗	['先津竹']
平調	['周評']
標治	['台木漂']
付章	['位寸早', '位十寸日']
分給	['合紛', '一火紹', '八大紹', '口大紛', '一人八紹', '一人口紛']
仏真	['値公']
閉村	['寸才閑']
別辞	['刀剖十舌', '剖力十舌']
法音	['去日泣']
謀攻	['工枚甘言']
脈波	['月派皮']
明期	['八胆骨', '八旦月骨', '一八日月骨']
明報	['幸日服']
明要	['日腰', '一中女旧月']
木栓	['全林']
溶骨	['容滑']
溶食	['人容浪']
略帽	['冒各巾田']
林材	['才森']
輪部	['一中内辛陣']
例言	['信列']
論著	['人冊十者計']
哀韻	['口員衣音', '口唄衣音', '口日衣賠']
悪相	['亜想', '亜心木目']
安摩	['床手案']
遺習	['羽貴迫']
異日	['八昔田']
異樹	['共十村田豆', '共十寸木田豆']
遺精	['貴迷青']
会苦	['人古芸', '人十口芸']
演員	['一唄油穴']
演鑑	['一八宙濫金', '一油監穴金', '一濫由穴金']
音価	['一中位旧']
温良	['日浪皿']
改案	['安己枚']
皆済	['斉比泊']
解呪	['兄召牛角']
解兵	['丘分牛角']
拡材	['床才払']
各宗	['客示']
寡人	['一刃宜火', '且刃大穴', '八刃大宜']
歌題	['可吹是頂', '口可是欠頂', '可旦欠足頂', '一可日欠足頂']
箇町村	['十可団木田竹', '十可困寸田竹']
歌俳	['何可欠非']
幹囲	['井十囚干早']
幹音	['人干早章', '人十干日章', '人干日早辛']
款状	['壮欠犬示']
間税	['閲香']
概計	['十既木言']
玩器	['元呈品犬']
機帆	['凡巾幾木']
吸力	['加及']
筋束	['勅月竹']
偽誓	['信折為']
空格	['八客工木', '各工木穴']
空相	['工木目穴']
苦果	['古菓', '十口菓']
苦海	['中午母汁']
警正	['敬証']
激苦	['故泊芳', '中十放汁白']
激臭	['放泊犬自']
口乾	['乞古早', '乙午古日', '乞十古日']
講時	['井再日詩', '井再寺日言']
工順	['川項']
好生	['姓子']
工販	['反貢']
公保	['休八台', '仏八口木']
鼓音	['支章豆', '十又章豆', '又早豆辛', '支日豆辛', '十又日豆辛']
古雅	['十唯牙']
古記	['口己計', '十口己言']
個計	['信十固']
古言	['口計']
個表	['俵固', '俵十回']
合薬	['中人土楽', '中人士楽', '中十大楽', '一中人十楽']
最集	['取日椎', '果耳隻', '又日椎耳', '日木耳隻']
細粉	['田米紛']
師恩	['一因帥心']
詩脚	['却寺月言']
指肢	['技脂', '技旨月']
集検	['人合木椎', '人唯大林', '人口大木椎']
主働	['住動']
松韻	['公果賠', '公員木音', '公唄木音', '公日木賠']
証得	['征旦討', '一征日討', '寸征旦言', '一寸征日言']
触接	['女拉虫角']
真趣	['八取直走', '具十取走', '具支耳走', '且八取土走', '且八取士走', '八又直耳走', '具十又耳走', '一且八十取走', '一且八支耳走', '且八又土耳走', '且八又士耳走', '一且八十又耳走']
清兵	['浜青']
真味	['具古未', '八口未直', '具十口未', '一且八古未', '且八口土未', '且八口士未', '一且八十口未']
時好	['女子寺日']
侍読	['信売寺']
銃格	['充各木金']
呪詞	['兄口司言']
授時	['受持日']
樹想	['十心村相豆', '十寸心木相豆', '十寸心林目豆', '十心木村目豆']
枢府	['付区床']
聖恩	['呈因恥', '呈因心耳']
盛業	['並成未皿']
星章	['十暗生', '早生音', '十日生音']
青波	['清皮']
清話	['活請', '活言青']
接辞	['女拉舌辛']
節欲	['即欠竹谷']
宣略	['一客旦田', '二客日田']
全乾	['乙人十午旺']
総記	['心紀訟', '公心紀言']
装姿	['壮女次衣']
双耳	['又取']
相念	['今想', '今心木目']
塞源	['一井圧小泊穴']
他域	['一伐口地']
胎齢	['令台月歯']
堪航	['坑甚舟']
弾機	['単幾弓木']
蓄蔵	['玄臣苗茂']
地保	['他吐木']
長弓	['張']
超空	['召工穴走']
聴者	['十恥署', '十心署耳']
貼布	['右巾貞']
庭樹	['十寸床廷豆']
提台	['口払是', '払旦足', '一払日足']
店格	['占各床']
盗取	['又次皿耳']
塔銘	['中人名王針', '中人十名王金']
塔楼	['中人十女木王米']
都校	['木者郊']
渡支	['又度汁']
銅臭	['内呈犬首', '同犬自金']
怒棒	['奉奴心木', '又奉女心木']
二佐	['仁左']
乳木	['孔采']
陪膳	['善月部']
白舟	['舶']
白描	['拍苗']
博約	['勺十縛']
帆装	['凡壮巾衣']
梅樹	['午寸林母豆', '午木村母豆']
幕威	['天女巾日茂']
非俗	['俳谷']
分賦	['武貧']
分米	['粉']
聞略	['田耳閣']
壁泉	['十培尿白', '吐尿白辛']
保蔵	['休口臣茂']
棒材	['奉才林']
帽針	['冒十巾金']
明笛	['日月由竹']
名鐘	['童銘']
明誠	['成日月言']
迷入	['米込']
黙念	['今心犬黒']
訳業	['並尺未言']
訳例	['信列尺']
誘眠	['民目秀言']
葉温	['世旧木汁皿']
要脚	['却腰']
溶銑	['容洗金']
翼胴	['共同羽胃', '同月異羽', '共同月田羽']
藍晶	['日旧早監']
乱神	['申礼舌']
略意	['各思音', '各心田音']
略章	['十各田音', '各日田辛']
例歌	['何列可欠']
和鉄	['口秩金']
安鎮	['女直穴金', '一且女穴針', '一八女宜針', '且土女穴金', '且士女穴金', '八土女宜金', '八士女宜金', '一且十女穴金', '一八十女宜金']
異汗	['干洪田']
異材	['共才木田']
異俗	['供田谷']
異読	['共売田言']
異版	['共反片田']
運刀	['軍辺']
映演	['央旦油穴', '一央日油穴']
永言	['詠']
英略	['各央苗']
液柱	['夜木注']
温食	['人日浪皿']
温中	['日沖皿']
音吐	['培日']
械具	['一八戒査', '一且八戒木']
皆働	['伯動比']
加授	['受拐']
歌体	['何可本欠']
河伯	['何泊']
花明	['化十旧月']
寡欲	['具刃容欠', '一且八刃容欠', '一且刃欠穴谷', '一八刃宜欠谷']
乾塩	['乞午吐早皿', '乞十午吐日皿']
勘検	['人大架甚', '人加大木甚']
乾固	['乙十午回早']
管板	['反棺竹', '反官木竹']
勘略	['各甚男']
艦齢	['令歯監舟']
概日	['既果']
含味	['口吟未']
起句	['包口走']
期節	['一八即竹骨']
器胎	['口台品月犬']
恐婚	['凡女工心日氏']
強拍	['弓払白虫']
供木	['休共']
禁戒	['木械示']
禁区	['木枢示']
禁庭	['廷示麻', '床廷木示']
議婚	['女日氏義言']
議突	['犬穴義言']
空曹	['工旦曲穴', '一工日曲穴']
句間	['問旬']
景雲	['京曇']
計機	['十幾木言']
乾雲	['乙十午曇']
賢才	['又臣財']
献詞	['南司犬言']
健章	['位建早', '位十建日']
激暑	['放日泊者']
古意	['口心章', '十口心音', '口心日辛']
講員	['口言購', '井再唄言']
校勘	['効木甚']
校紀	['己木絞']
口型	['刑吐']
郊祭	['交際']
好時	['女子寺日']
好晴	['女子日青']
好相	['女子木目']
公伯	['仏八白']
厚壁	['圧子居音']
湖魚	['古月漁', '十口月漁']
枯樹	['十喜寸林', '十喜木村', '十古寸林豆', '十古木村豆']
個装	['依固壮', '依十回壮']
混食	['人昆浪', '人日比浪']
合著	['中人土者', '中人士者', '中十大者', '一中人十者']
業欲	['並未欠谷']
昨譜	['日普詐']
錯簡	['昔竹金間']
在命	['一印舎', '印吐大', '一人印吐', '人印口王']
詩宴	['安時言', '安寺日言']
市県	['亡小巾目']
試査	['且式木言']
枝指	['技旨木']
詩趣	['取寺言走', '又寺耳言走']
試植	['一式査計', '土式査言', '士式査言', '式木直言', '一且式木計', '一十式査言', '且土式木言', '且士式木言', '一且十式木言']
支村	['寸枝', '十又寸木']
試釣	['勺式言金']
師部	['一帥陪']
集取	['又椎耳', '木耳隻']
拾集	['合推木', '口大推木', '一人口推木']
臭腺	['月泉犬自']
宗要	['安票']
趣好	['取女子走', '奴子耳走', '又女子耳走']
守国	['団宝']
主木	['柱']
招運	['口揮辺']
掌侍	['付堂手']
章草	['十旧早辛']
諸陣	['言車都']
真刀	['分直', '且分土', '且分士', '一且分十']
直答	['且合土竹', '且合士竹', '一且十合竹', '一且古大竹', '且二人古竹', '且口土大竹', '且口士大竹', '一且人口土竹', '一且人口士竹', '一且十口大竹', '且二人十口竹']
時言	['日詩']
字幅	['子富巾']
縦欄	['従練閑']
樹影	['京寸早杉豆', '十寸景杉豆', '京十寸日杉豆']
呪禁	['兄口林示']
呪布	['兄右巾']
城鎮	['且八成王針', '且八十成王金']
吹笛	['口欠由竹']
数検	['人合女枚米', '人大如枚米', '人口大女枚米']
請期	['一八言青骨']
製鉱	['制広衣金']
清真	['具汁青', '一且八汁青']
聖日	['口旺耳']
精誠	['成米請', '成米言青']
整曹	['政旦曲束', '一政日曲束']
製銅	['制同衣金']
星林	['木果生']
責付	['債寸']
戦債	['伐単責']
船隻	['唯般']
全誌	['志詮']
全麻	['床栓']
相依	['休目衣']
相悪	['亜想', '亜心木目']
宗女	['安示']
草聖	['旺耳苦']
双塔	['中人又支王']
側衛	['偉則行']
測標	['則木漂']
損賠	['員唄拉']
増植	['十曽査王', '且十曽木王']
増福	['一口曽田社']
俗談	['信炎谷']
俗歌	['何可欲', '何可欠谷']
大圏	['因巻']
体構	['井休再本']
胎毒	['台母青']
体認	['信忍本']
胆略	['各旦胃', '一各日胃', '一各明田', '各旦月田', '一各日月田']
大一	['天']
男工	['功田']
潮差	['工朝洋', '十工早月洋']
超抜	['友招走']
直積	['土租責', '士租責', '一十租責']
珍案	['全安杉']
敵楼	['嫡枚米']
転給	['一口絵車']
転依	['伝衣車']
泥塔	['中人尼汁王']
討究	['九八守言', '九寸穴言']
倒懸	['一且係到小心']
桃符	['付兆木竹', '休兆寸竹']
筒部	['同竹陪']
特演	['一寺油牛穴', '八守油牛王', '寸油牛王穴']
銅鼓	['同支豆針', '十又同豆針', '十同支豆金']
同山	['両口']
銅粉	['分同米金']
土窟	['堀穴']
内堤	['丙日走']
軟飯	['反車飲']
日精	['晴米']
粘弾	['単占弓米']
背方	['北肪']
俳話	['信舌非']
白指	['拍旨']
繁簡	['敏竹糸間']
藩侯	['候汁番']
藩司	['万中汁田米', '一中刀汁田米', '一中力汁田米']
貝器	['品員犬', '品唄犬']
幕議	['巾我旧美計', '十巾我旧美言']
幕法	['去巾漠']
悲調	['周心言非']
標木	['林票']
描破	['拓皮苗']
封口	['吐寺']
噴版	['一中千片販', '千又員斤片', '千又唄斤片']
仏器	['伏台品']
分治	['公沼']
便柱	['住梗']
法空	['去江穴']
奉伺	['俸司']
倣製	['依制放']
歩法	['去渉', '去止沙']
亡姉	['一妄巾']
帽章	['冒十巾音', '冒巾日辛']
木主	['柱']
盆器	['八召品犬皿', '分口品犬皿']
明器	['口品日月犬']
盟誓	['折明皿言', '折日月皿言']
溶鍛接	['安拉段浴金']
陽鋳	['一寸易邦金']
翼弦	['共弓畜羽', '弓玄異羽', '共弓玄田羽']
翼棟	['木東異羽', '共木東田羽']
略装	['各壮田衣']
略符	['付各田竹']
列仙	['例山']
路標	['口格止票', '口各木止票']
路糧	['口各止米量']
哀思	['口心田衣']
悪演	['一亜心油穴']
悪蛮	['亜恋虫']
悪器	['亜口品心犬']
悪計	['亜十心言']
暗空	['工日穴音']
暗愁	['意日秋', '心日秋音']
安導	['女守道']
暗流	['充日旧泣']
意企	['人心止音']
異校	['交共木田']
一二	['三']
異朝	['共十早胃', '共十早月田']
衣糧	['旦米裏', '一日米裏']
引接	['女弔拉']
飲膳	['人善朗欠']
詠吟	['含永言', '今口永言']
詠者	['永諸']
詠藻	['串枯泳言', '中口枯泳言', '串口木泳計', '串古木泳言', '中口古木泳言', '串十口木泳言', '串口木永汁言']
英哲	['中十央折']
演示	['一八宗油']
応機	['幾床心']
皆空	['工比白穴']
介詞	['万中人言', '中刀大言', '中力大言', '一中人刀言', '一中人力言']
解嘱	['召属牛角']
解嘲	['召朝牛角', '十召早月牛角']
楷法	['去木比泊']
苛課	['口菓訂', '可菓言']
架器	['加口品木犬']
夏枯	['土格自', '士格自', '一十格自', '各土木自', '各士木自', '一十各木自']
仮足	['促反']
滑音	['日泣骨']
花路	['中化十各止']
艦師	['一帥監舟']
棺床	['官麻']
管針	['十官竹金']
乾浄	['乞争早汁', '乙争午日汁', '乞争十日汁']
歓想	['心権欠目']
乾法	['乞去早汁', '乙午去日汁', '乞十去日汁']
雅言	['牙誰']
忌器	['口品己心犬']
期始	['一公如骨', '一八台女骨', '一公口女骨']
紀路	['口己止絡']
吉符	['仕口寸竹']
奇謀	['椅甘言']
宮禁	['呂宗林']
鏡花	['児化辛金']
恐習	['凡工心白羽']
胸章	['凶旬月辛']
今古	['十吟', '十含']
禁婚	['女日林氏示', '女木果氏示']
緊接	['又姫拉糸', '奴拉糸臣', '又女拉糸臣']
錦袋	['代巾白衣金']
義訓	['川議']
偽足	['促為']
儀表	['俵義']
逆胴	['同遡']
暁空	['元千工旧穴', '八千完工旧']
漁歌	['可欠河魚']
玉室	['宝至']
魚濫	['漁監']
銀板	['反根金']
掘設	['屈投言']
具陳	['一八東阻']
愚迷	['心米遇']
軍持	['寺揮']
警異	['共敬田言']
景趣	['京最走', '主小最足', '京取日走', '主取小日足', '京又日耳走', '主又小日耳足']
恵存	['不子心由']
警帽	['冒巾敬言']
欠口	['吹']
倹勤	['人僅加大']
健士	['仕建']
献信	['伏南言']
犬儒	['伏需']
献腎	['南又月犬臣']
賢哲	['又員折臣', '又唄折臣']
肩翼	['共扇胃', '扇月異', '共扇月田']
鯨波	['京漁皮', '涼皮魚']
舷直	['且土玄舟', '且士玄舟', '一且十玄舟']
好期	['一八女子骨']
校具	['一交八査', '一且交八木']
公健	['仏八建']
構材	['井再才林']
恒説	['一悦旦言', '二悦日言']
幸存	['在子平']
肯諾	['中有止計', '月止若言', '中十有止言']
洪博	['共十寸浦']
鋼棒	['奉岡木金']
講明	['井再日月言']
校廊	['交床郎']
古賢	['員支臣', '唄支臣', '十又員臣', '十又唄臣']
鼓章	['支早豆辛', '十又早豆辛', '十支日豆辛']
古聖	['十口呈耳']
湖盆	['八十月沼皿', '八召月汁皿', '分口月汁皿']
枯林	['古森', '十口森']
混芽	['旧比汁牙']
合力	['加大', '一人加']
護念	['今又芯誰', '今芯言隻']
才藻	['串口材汁']
最略	['取各日田', '又各日田耳']
錯倒	['借到金']
錯読	['売昔言金']
察番	['審祭']
財副	['一則口才田']
斬法	['去漸']
詩格	['各寺木言']
思議	['心田義言']
試婚	['女式日氏言']
思路	['口心止略', '口各心止田']
支軸	['十又由車']
試製	['制式衣言']
試草	['十式旧計']
詩草	['十寺旧計']
詩体	['侍本言', '信寺本']
司調	['周詞']
市鎮	['六巾直金', '一且六巾針', '且六土巾金', '且六士巾金', '一且六十巾金', '且全八十巾立']
失透	['秀迭']
射界	['介寸田身']
遮眼	['庶目退']
借音	['位日昔']
車床	['庫木']
斜軸	['余斗由車']
集運材	['才林軍進']
集蔵	['椎臣茂']
終売	['冬続']
主桁	['柱行']
種植	['土木租重', '士木租重', '一十木租重']
殊別	['刀列口朱', '列力口朱']
松幹	['人公十干早木']
将器	['名品寸状']
小給	['不人口糸']
憧景	['憬童']
章京	['景辛']
相府	['付床目']
唱門	['口日間']
植相	['林目直', '且土林目', '且士林目', '土木査目', '士木査目', '一且十林目', '一十木査目']
植福	['二枯田祖', '二古木田祖', '一口土木田祖', '一口士木田祖', '二十口木田祖']
諸聖	['呈者耳言']
姿容	['安次谷']
支翼	['十又異羽', '共十又田羽']
誌齢	['令志歯言']
指話	['括詣', '括旨言']
慎機	['十幾惧木']
真誠	['具成計', '八成直言', '具十成言', '一且八成計', '且八土成言', '且八士成言', '一且八十成言']
真福	['二八古田祖', '一八口土田祖', '一八口士田祖', '二八十口田祖']
次妻	['凄欠']
寺舎	['人口封']
時針	['寺早金', '十寺日金']
自心	['息']
時装	['壮寺日衣']
寺搭	['中人土持', '中人士持', '中十大持', '一中人十持']
磁波	['滋破']
銃塔	['中人充王針', '中人充十王金']
授章	['受拉早', '十受拉日']
呪標	['兄口木票']
樹容	['十守木谷豆']
浄闇	['争泣間']
叙論	['二内又茶言']
頭燃	['然煩豆']
盛宴	['安成日皿']
清快	['情決']
聖鑑	['呈監耳金']
聖業	['並呈未耳']
清苦	['中十汁青']
正訓	['川証']
精講	['井再米請', '井再米言青']
精鉱	['広米金青']
姓字	['子安生']
聖樹	['十呈村耳豆', '十呈寸木耳豆']
聖壇	['主呈回旦耳', '一主口回旺耳', '一主呈回日耳']
精銅	['同米金青']
晴和	['口青香']
斥言	['訴']
節略	['即各田竹']
仙音	['位山日']
洗骨	['先滑']
詮曹	['全旦曲言', '大旺曲言', '一人旺曲言', '一全日曲言']
仙壇	['主但回山']
全率	['八玄針', '八十玄金']
装架	['加壮木衣']
装載	['壮裁車']
壮衰	['一口装']
草沢	['十尺旧汁']
桑林	['又双森']
側注	['住測']
粗細	['田米組']
粗紙	['氏米組']
遡時	['寺明逆', '寺日月逆']
組積	['租績']
粗動	['助米重']
俗諦	['信帝谷']
俗話	['信舌谷']
退隊	['遂限']
担荷	['中但十打']
炭管	['官山灰竹']
短呪	['兄知豆']
諾意	['右芯言音', '心若言音', '右心旧言辛']
奪略	['各奮寸']
弾芯	['十単弔心', '十単引心']
鋳植	['一寿査針', '土寿査金', '士寿査金', '寿木直金', '一且寿木針', '一十寿査金', '且土寿木金', '且士寿木金', '一且十寿木金']
調器	['口周品犬言']
長脚	['却脹']
朝権	['十午椎胆', '十午胆集', '午土明椎', '午土明集', '午士明椎', '午士明集', '一十午明椎', '一十午明集', '一午早月椎', '一午早月集', '十午旦月椎', '十午旦月集', '午土日月椎', '午土日月集', '午士日月椎', '午士日月集', '一十午日月椎', '一十午日月集']
朝護	['肢草誰', '支月草誰', '月草計隻', '十又月草誰', '十月草言隻']
弔銃	['充引金']
腸整	['一政易月束']
彫板	['反周杉']
直音	['一且章', '且旦辛', '一且日辛']
直宰	['土宜辛', '士宜辛', '一十宜辛']
勅答	['加大束竹', '一人加束竹']
直読	['一且売計', '且土売言', '且士売言', '一且十売言']
堤高	['主同日足']
提立	['拉是']
田紳	['申細']
透輝	['光秀運']
党舎	['人兄堂']
湯酔	['九土易酒', '九士易酒', '一九十易酒']
透入	['秀込']
等倍	['培符', '付培竹', '位口寺竹', '位吐寸竹']
糖量	['唐糧']
特招	['召持牛']
特錬	['寺東牛金']
同況	['兄洞']
銅胆	['旦胴金', '一同明金', '一日胴金', '同旦月金', '一同日月金']
銅盤	['同皿般金']
土階	['白陛']
奴輩	['又女車非']
軟堅	['欠臣軽']
粘炭	['占山灰米']
背脇	['北月脅']
俳士	['仕非']
背射	['北肘身', '北寸月身']
排石	['拓非']
拝陽	['一揚邦']
白暁	['元卑旧']
泊食	['人浪白']
白水	['泉']
箱桁	['木相竹行', '林目竹行']
破婚	['妬日氏皮']
破粋	['皮砕米']
搬機	['幾投木舟']
繁錯	['敏昔糸金']
半仙	['伴山']
抜苦	['技若']
皮溝	['井再波']
風樹	['千寸机虫豆']
副章	['一剖早田', '剖十旦田', '剖土日田', '剖士日田', '一剖十日田']
付節	['即符']
腐木	['付床肉']
部兵	['丘八陪']
豊鉱	['広曲豆金']
褒詞	['休司哀言', '伺哀木言', '保司衣言', '信司哀木', '休口司衣言', '伺口木衣言', '依口司木言', '信口司木衣']
豊腰	['曲月要豆']
保香	['休和日']
帆材	['凡巾才木']
保章	['休古音', '位古果', '位日枯', '倍十果', '倍早木', '休十口音', '休口日辛', '位十口果', '位口早木', '位古日木', '倍十日木', '位十口日木']
本金	['鉢']
翻心	['必田米羽']
翻字	['子審羽']
某区	['枢甘']
謀主	['柱甘言']
亡念	['今忘']
暴富	['丁共口曽穴']
盆期	['一八分皿骨']
盆景	['京分日皿', '六小昭皿', '六召小日皿']
幕材	['巾才模']
魔封	['塊寺麻', '塊寺床木']
妙演	['一八女宙沙', '一八安沙由', '一女沙由穴']
明旦	['日胆']
明門	['月間']
明界	['介日胃', '介日月田']
明鑑	['日月監金']
明誓	['折日月言']
明答	['人口竹胆', '合日月竹', '人口旦月竹', '口大日月竹', '一人口日月竹']
明部	['日月陪']
木門	['閑']
誘脅	['秀脇言']
有取	['友月耳']
優賞	['償憂']
癒香	['人心痢胆', '大心明痢', '一人心明痢', '人心旦月痢', '大心日月痢', '一人心日月痢']
輸租	['且利大月車', '一且人利月車']
養肝	['一幸月食', '平月王食']
要償	['価女賞']
腰側	['価則女月']
腰盤	['月皿般要', '皿股舟要']
落輪	['人冊十各汁車']
流融	['一充冊況虫']
良人	['食']
林区	['木枢']
林松	['公森']
累月	['糸胃']
例式	['代列工']
論者	['一内著言']
